HtmlElement,GitHubProject,NuGetPreview,Stars
img,"[winauth/winauth](https://www.github.com/winauth/winauth#readme)","[Preview](https://dev.nugettest.org/packages/loic.winauth.winauth?preview=1#show-readme-container)",1296
img,"[zkSNACKs/WalletWasabi](https://www.github.com/zkSNACKs/WalletWasabi#readme)","[Preview](https://dev.nugettest.org/packages/loic.zkSNACKs.WalletWasabi?preview=1#show-readme-container)",1289
img,"[icedland/iced](https://www.github.com/icedland/iced#readme)","[Preview](https://dev.nugettest.org/packages/loic.icedland.iced?preview=1#show-readme-container)",1286
img,"[Assistant/ModAssistant](https://www.github.com/Assistant/ModAssistant#readme)","[Preview](https://dev.nugettest.org/packages/loic.Assistant.ModAssistant?preview=1#show-readme-container)",1282
img,"[nuke-build/nuke](https://www.github.com/nuke-build/nuke#readme)","[Preview](https://dev.nugettest.org/packages/loic.nuke-build.nuke?preview=1#show-readme-container)",1247
img,"[MahApps/MahApps.Metro.IconPacks](https://www.github.com/MahApps/MahApps.Metro.IconPacks#readme)","[Preview](https://dev.nugettest.org/packages/loic.MahApps.MahApps.Metro.IconPacks?preview=1#show-readme-container)",1244
img,"[dotnet/interactive](https://www.github.com/dotnet/interactive#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnet.interactive?preview=1#show-readme-container)",1242
img,"[944095635/DMSkin](https://www.github.com/944095635/DMSkin#readme)","[Preview](https://dev.nugettest.org/packages/loic.944095635.DMSkin?preview=1#show-readme-container)",1234
img,"[PowerShell/PSScriptAnalyzer](https://www.github.com/PowerShell/PSScriptAnalyzer#readme)","[Preview](https://dev.nugettest.org/packages/loic.PowerShell.PSScriptAnalyzer?preview=1#show-readme-container)",1222
img,"[NeutroniumCore/Neutronium](https://www.github.com/NeutroniumCore/Neutronium#readme)","[Preview](https://dev.nugettest.org/packages/loic.NeutroniumCore.Neutronium?preview=1#show-readme-container)",1222
img,"[qmlnet/qmlnet](https://www.github.com/qmlnet/qmlnet#readme)","[Preview](https://dev.nugettest.org/packages/loic.qmlnet.qmlnet?preview=1#show-readme-container)",1213
img,"[iamoldli/NetModular](https://www.github.com/iamoldli/NetModular#readme)","[Preview](https://dev.nugettest.org/packages/loic.iamoldli.NetModular?preview=1#show-readme-container)",1208
img,"[1y0n/AV_Evasion_Tool](https://www.github.com/1y0n/AV_Evasion_Tool#readme)","[Preview](https://dev.nugettest.org/packages/loic.1y0n.AV_Evasion_Tool?preview=1#show-readme-container)",1207
img,"[AsynkronIT/protoactor-dotnet](https://www.github.com/AsynkronIT/protoactor-dotnet#readme)","[Preview](https://dev.nugettest.org/packages/loic.AsynkronIT.protoactor-dotnet?preview=1#show-readme-container)",1203
img,"[VitalElement/AvalonStudio](https://www.github.com/VitalElement/AvalonStudio#readme)","[Preview](https://dev.nugettest.org/packages/loic.VitalElement.AvalonStudio?preview=1#show-readme-container)",1187
img,"[SciSharp/BotSharp](https://www.github.com/SciSharp/BotSharp#readme)","[Preview](https://dev.nugettest.org/packages/loic.SciSharp.BotSharp?preview=1#show-readme-container)",1178
img,"[Pixeval/Pixeval](https://www.github.com/Pixeval/Pixeval#readme)","[Preview](https://dev.nugettest.org/packages/loic.Pixeval.Pixeval?preview=1#show-readme-container)",1168
img,"[FakeItEasy/FakeItEasy](https://www.github.com/FakeItEasy/FakeItEasy#readme)","[Preview](https://dev.nugettest.org/packages/loic.FakeItEasy.FakeItEasy?preview=1#show-readme-container)",1165
img,"[SubnauticaNitrox/Nitrox](https://www.github.com/SubnauticaNitrox/Nitrox#readme)","[Preview](https://dev.nugettest.org/packages/loic.SubnauticaNitrox.Nitrox?preview=1#show-readme-container)",1163
img,"[lampo1024/DncZeus](https://www.github.com/lampo1024/DncZeus#readme)","[Preview](https://dev.nugettest.org/packages/loic.lampo1024.DncZeus?preview=1#show-readme-container)",1138
img,"[sonicether/SEGI](https://www.github.com/sonicether/SEGI#readme)","[Preview](https://dev.nugettest.org/packages/loic.sonicether.SEGI?preview=1#show-readme-container)",1137
img,"[ThePBone/GalaxyBudsClient](https://www.github.com/ThePBone/GalaxyBudsClient#readme)","[Preview](https://dev.nugettest.org/packages/loic.ThePBone.GalaxyBudsClient?preview=1#show-readme-container)",1137
img,"[helix-toolkit/helix-toolkit](https://www.github.com/helix-toolkit/helix-toolkit#readme)","[Preview](https://dev.nugettest.org/packages/loic.helix-toolkit.helix-toolkit?preview=1#show-readme-container)",1130
img,"[TeamSirenix/odin-serializer](https://www.github.com/TeamSirenix/odin-serializer#readme)","[Preview](https://dev.nugettest.org/packages/loic.TeamSirenix.odin-serializer?preview=1#show-readme-container)",1116
img,"[Invoke-IR/PowerForensics](https://www.github.com/Invoke-IR/PowerForensics#readme)","[Preview](https://dev.nugettest.org/packages/loic.Invoke-IR.PowerForensics?preview=1#show-readme-container)",1100
img,"[microsoft/coyote](https://www.github.com/microsoft/coyote#readme)","[Preview](https://dev.nugettest.org/packages/loic.microsoft.coyote?preview=1#show-readme-container)",1078
img,"[jwallet/spy-spotify](https://www.github.com/jwallet/spy-spotify#readme)","[Preview](https://dev.nugettest.org/packages/loic.jwallet.spy-spotify?preview=1#show-readme-container)",1077
img,"[jsuarezruiz/awesome-xamarin-forms](https://www.github.com/jsuarezruiz/awesome-xamarin-forms#readme)","[Preview](https://dev.nugettest.org/packages/loic.jsuarezruiz.awesome-xamarin-forms?preview=1#show-readme-container)",1075
img,"[essensoft/paylink](https://www.github.com/essensoft/paylink#readme)","[Preview](https://dev.nugettest.org/packages/loic.essensoft.paylink?preview=1#show-readme-container)",1068
img,"[dotnet/format](https://www.github.com/dotnet/format#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnet.format?preview=1#show-readme-container)",1067
img,"[vrm-c/UniVRM](https://www.github.com/vrm-c/UniVRM#readme)","[Preview](https://dev.nugettest.org/packages/loic.vrm-c.UniVRM?preview=1#show-readme-container)",1046
img,"[Revolutionary-Games/Thrive](https://www.github.com/Revolutionary-Games/Thrive#readme)","[Preview](https://dev.nugettest.org/packages/loic.Revolutionary-Games.Thrive?preview=1#show-readme-container)",1044
img,"[Depressurizer/Depressurizer](https://www.github.com/Depressurizer/Depressurizer#readme)","[Preview](https://dev.nugettest.org/packages/loic.Depressurizer.Depressurizer?preview=1#show-readme-container)",1038
img,"[DavidArayan/ezy-slice](https://www.github.com/DavidArayan/ezy-slice#readme)","[Preview](https://dev.nugettest.org/packages/loic.DavidArayan.ezy-slice?preview=1#show-readme-container)",1026
img,"[natemcmaster/LettuceEncrypt](https://www.github.com/natemcmaster/LettuceEncrypt#readme)","[Preview](https://dev.nugettest.org/packages/loic.natemcmaster.LettuceEncrypt?preview=1#show-readme-container)",1024
img,"[sourcechord/FluentWPF](https://www.github.com/sourcechord/FluentWPF#readme)","[Preview](https://dev.nugettest.org/packages/loic.sourcechord.FluentWPF?preview=1#show-readme-container)",1022
img,"[prajjwaldimri/GithubXamarin](https://www.github.com/prajjwaldimri/GithubXamarin#readme)","[Preview](https://dev.nugettest.org/packages/loic.prajjwaldimri.GithubXamarin?preview=1#show-readme-container)",1016
img,"[alastairtree/LazyCache](https://www.github.com/alastairtree/LazyCache#readme)","[Preview](https://dev.nugettest.org/packages/loic.alastairtree.LazyCache?preview=1#show-readme-container)",1003
p,"[mxgmn/WaveFunctionCollapse](https://www.github.com/mxgmn/WaveFunctionCollapse#readme)","[Preview](https://dev.nugettest.org/packages/loic.mxgmn.WaveFunctionCollapse?preview=1#show-readme-container)",16662
p,"[NickeManarin/ScreenToGif](https://www.github.com/NickeManarin/ScreenToGif#readme)","[Preview](https://dev.nugettest.org/packages/loic.NickeManarin.ScreenToGif?preview=1#show-readme-container)",14981
p,"[dotnet/roslyn](https://www.github.com/dotnet/roslyn#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnet.roslyn?preview=1#show-readme-container)",14697
p,"[files-community/Files](https://www.github.com/files-community/Files#readme)","[Preview](https://dev.nugettest.org/packages/loic.files-community.Files?preview=1#show-readme-container)",11561
p,"[jellyfin/jellyfin](https://www.github.com/jellyfin/jellyfin#readme)","[Preview](https://dev.nugettest.org/packages/loic.jellyfin.jellyfin?preview=1#show-readme-container)",11319
p,"[huiyadanli/RevokeMsgPatcher](https://www.github.com/huiyadanli/RevokeMsgPatcher#readme)","[Preview](https://dev.nugettest.org/packages/loic.huiyadanli.RevokeMsgPatcher?preview=1#show-readme-container)",10640
p,"[Ryujinx/Ryujinx](https://www.github.com/Ryujinx/Ryujinx#readme)","[Preview](https://dev.nugettest.org/packages/loic.Ryujinx.Ryujinx?preview=1#show-readme-container)",9324
p,"[netchx/netch](https://www.github.com/netchx/netch#readme)","[Preview](https://dev.nugettest.org/packages/loic.netchx.netch?preview=1#show-readme-container)",9164
p,"[bitwarden/server](https://www.github.com/bitwarden/server#readme)","[Preview](https://dev.nugettest.org/packages/loic.bitwarden.server?preview=1#show-readme-container)",8037
p,"[felixse/FluentTerminal](https://www.github.com/felixse/FluentTerminal#readme)","[Preview](https://dev.nugettest.org/packages/loic.felixse.FluentTerminal?preview=1#show-readme-container)",7977
p,"[MahApps/MahApps.Metro](https://www.github.com/MahApps/MahApps.Metro#readme)","[Preview](https://dev.nugettest.org/packages/loic.MahApps.MahApps.Metro?preview=1#show-readme-container)",7810
p,"[dotnet/orleans](https://www.github.com/dotnet/orleans#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnet.orleans?preview=1#show-readme-container)",7708
p,"[ppy/osu](https://www.github.com/ppy/osu#readme)","[Preview](https://dev.nugettest.org/packages/loic.ppy.osu?preview=1#show-readme-container)",7541
p,"[microsoft/ailab](https://www.github.com/microsoft/ailab#readme)","[Preview](https://dev.nugettest.org/packages/loic.microsoft.ailab?preview=1#show-readme-container)",6651
p,"[reactiveui/ReactiveUI](https://www.github.com/reactiveui/ReactiveUI#readme)","[Preview](https://dev.nugettest.org/packages/loic.reactiveui.ReactiveUI?preview=1#show-readme-container)",6407
p,"[Humanizr/Humanizer](https://www.github.com/Humanizr/Humanizer#readme)","[Preview](https://dev.nugettest.org/packages/loic.Humanizr.Humanizer?preview=1#show-readme-container)",6093
p,"[gitextensions/gitextensions](https://www.github.com/gitextensions/gitextensions#readme)","[Preview](https://dev.nugettest.org/packages/loic.gitextensions.gitextensions?preview=1#show-readme-container)",5749
p,"[mRemoteNG/mRemoteNG](https://www.github.com/mRemoteNG/mRemoteNG#readme)","[Preview](https://dev.nugettest.org/packages/loic.mRemoteNG.mRemoteNG?preview=1#show-readme-container)",5519
p,"[sschmid/Entitas-CSharp](https://www.github.com/sschmid/Entitas-CSharp#readme)","[Preview](https://dev.nugettest.org/packages/loic.sschmid.Entitas-CSharp?preview=1#show-readme-container)",5166
p,"[dotnet/reactive](https://www.github.com/dotnet/reactive#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnet.reactive?preview=1#show-readme-container)",5033
p,"[dotnetcore/CAP](https://www.github.com/dotnetcore/CAP#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnetcore.CAP?preview=1#show-readme-container)",4949
p,"[Live-Charts/Live-Charts](https://www.github.com/Live-Charts/Live-Charts#readme)","[Preview](https://dev.nugettest.org/packages/loic.Live-Charts.Live-Charts?preview=1#show-readme-container)",4931
p,"[JasonStein/Notepads](https://www.github.com/JasonStein/Notepads#readme)","[Preview](https://dev.nugettest.org/packages/loic.JasonStein.Notepads?preview=1#show-readme-container)",4845
p,"[microsoft/FASTER](https://www.github.com/microsoft/FASTER#readme)","[Preview](https://dev.nugettest.org/packages/loic.microsoft.FASTER?preview=1#show-readme-container)",4618
p,"[aalhour/C-Sharp-Algorithms](https://www.github.com/aalhour/C-Sharp-Algorithms#readme)","[Preview](https://dev.nugettest.org/packages/loic.aalhour.C-Sharp-Algorithms?preview=1#show-readme-container)",4437
p,"[lucasg/Dependencies](https://www.github.com/lucasg/Dependencies#readme)","[Preview](https://dev.nugettest.org/packages/loic.lucasg.Dependencies?preview=1#show-readme-container)",3861
p,"[autofac/Autofac](https://www.github.com/autofac/Autofac#readme)","[Preview](https://dev.nugettest.org/packages/loic.autofac.Autofac?preview=1#show-readme-container)",3561
p,"[ant-design-blazor/ant-design-blazor](https://www.github.com/ant-design-blazor/ant-design-blazor#readme)","[Preview](https://dev.nugettest.org/packages/loic.ant-design-blazor.ant-design-blazor?preview=1#show-readme-container)",3509
p,"[Topshelf/Topshelf](https://www.github.com/Topshelf/Topshelf#readme)","[Preview](https://dev.nugettest.org/packages/loic.Topshelf.Topshelf?preview=1#show-readme-container)",3403
p,"[umbraco/Umbraco-CMS](https://www.github.com/umbraco/Umbraco-CMS#readme)","[Preview](https://dev.nugettest.org/packages/loic.umbraco.Umbraco-CMS?preview=1#show-readme-container)",3379
p,"[neo-project/neo](https://www.github.com/neo-project/neo#readme)","[Preview](https://dev.nugettest.org/packages/loic.neo-project.neo?preview=1#show-readme-container)",3294
p,"[TheBerkin/rant3](https://www.github.com/TheBerkin/rant3#readme)","[Preview](https://dev.nugettest.org/packages/loic.TheBerkin.rant3?preview=1#show-readme-container)",3051
p,"[HandyOrg/HandyControl](https://www.github.com/HandyOrg/HandyControl#readme)","[Preview](https://dev.nugettest.org/packages/loic.HandyOrg.HandyControl?preview=1#show-readme-container)",2950
p,"[ivanpaulovich/clean-architecture-manga](https://www.github.com/ivanpaulovich/clean-architecture-manga#readme)","[Preview](https://dev.nugettest.org/packages/loic.ivanpaulovich.clean-architecture-manga?preview=1#show-readme-container)",2927
p,"[dotnetcore/FreeSql](https://www.github.com/dotnetcore/FreeSql#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnetcore.FreeSql?preview=1#show-readme-container)",2887
p,"[btcpayserver/btcpayserver](https://www.github.com/btcpayserver/btcpayserver#readme)","[Preview](https://dev.nugettest.org/packages/loic.btcpayserver.btcpayserver?preview=1#show-readme-container)",2813
p,"[pardeike/Harmony](https://www.github.com/pardeike/Harmony#readme)","[Preview](https://dev.nugettest.org/packages/loic.pardeike.Harmony?preview=1#show-readme-container)",2660
p,"[chromelyapps/Chromely](https://www.github.com/chromelyapps/Chromely#readme)","[Preview](https://dev.nugettest.org/packages/loic.chromelyapps.Chromely?preview=1#show-readme-container)",2636
p,"[t1m0thyj/WinDynamicDesktop](https://www.github.com/t1m0thyj/WinDynamicDesktop#readme)","[Preview](https://dev.nugettest.org/packages/loic.t1m0thyj.WinDynamicDesktop?preview=1#show-readme-container)",2408
p,"[smartstore/SmartStoreNET](https://www.github.com/smartstore/SmartStoreNET#readme)","[Preview](https://dev.nugettest.org/packages/loic.smartstore.SmartStoreNET?preview=1#show-readme-container)",2260
p,"[bridgedotnet/Bridge](https://www.github.com/bridgedotnet/Bridge#readme)","[Preview](https://dev.nugettest.org/packages/loic.bridgedotnet.Bridge?preview=1#show-readme-container)",2248
p,"[chkr1011/MQTTnet](https://www.github.com/chkr1011/MQTTnet#readme)","[Preview](https://dev.nugettest.org/packages/loic.chkr1011.MQTTnet?preview=1#show-readme-container)",2229
p,"[fluentscheduler/FluentScheduler](https://www.github.com/fluentscheduler/FluentScheduler#readme)","[Preview](https://dev.nugettest.org/packages/loic.fluentscheduler.FluentScheduler?preview=1#show-readme-container)",2227
p,"[ddevault/TrueCraft](https://www.github.com/ddevault/TrueCraft#readme)","[Preview](https://dev.nugettest.org/packages/loic.ddevault.TrueCraft?preview=1#show-readme-container)",2136
p,"[sqlkata/querybuilder](https://www.github.com/sqlkata/querybuilder#readme)","[Preview](https://dev.nugettest.org/packages/loic.sqlkata.querybuilder?preview=1#show-readme-container)",1964
p,"[UnityTech/UIWidgets](https://www.github.com/UnityTech/UIWidgets#readme)","[Preview](https://dev.nugettest.org/packages/loic.UnityTech.UIWidgets?preview=1#show-readme-container)",1877
p,"[Siccity/xNode](https://www.github.com/Siccity/xNode#readme)","[Preview](https://dev.nugettest.org/packages/loic.Siccity.xNode?preview=1#show-readme-container)",1868
p,"[peachpiecompiler/peachpie](https://www.github.com/peachpiecompiler/peachpie#readme)","[Preview](https://dev.nugettest.org/packages/loic.peachpiecompiler.peachpie?preview=1#show-readme-container)",1863
p,"[eventflow/EventFlow](https://www.github.com/eventflow/EventFlow#readme)","[Preview](https://dev.nugettest.org/packages/loic.eventflow.EventFlow?preview=1#show-readme-container)",1860
p,"[actions/runner](https://www.github.com/actions/runner#readme)","[Preview](https://dev.nugettest.org/packages/loic.actions.runner?preview=1#show-readme-container)",1851
p,"[cDima/Aerial](https://www.github.com/cDima/Aerial#readme)","[Preview](https://dev.nugettest.org/packages/loic.cDima.Aerial?preview=1#show-readme-container)",1809
p,"[tModLoader/tModLoader](https://www.github.com/tModLoader/tModLoader#readme)","[Preview](https://dev.nugettest.org/packages/loic.tModLoader.tModLoader?preview=1#show-readme-container)",1809
p,"[vietnam-devs/coolstore-microservices](https://www.github.com/vietnam-devs/coolstore-microservices#readme)","[Preview](https://dev.nugettest.org/packages/loic.vietnam-devs.coolstore-microservices?preview=1#show-readme-container)",1808
p,"[hanmin0822/MisakaTranslator](https://www.github.com/hanmin0822/MisakaTranslator#readme)","[Preview](https://dev.nugettest.org/packages/loic.hanmin0822.MisakaTranslator?preview=1#show-readme-container)",1793
p,"[loic-sharma/BaGet](https://www.github.com/loic-sharma/BaGet#readme)","[Preview](https://dev.nugettest.org/packages/loic.loic-sharma.BaGet?preview=1#show-readme-container)",1724
p,"[dotnetcore/NPOI](https://www.github.com/dotnetcore/NPOI#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnetcore.NPOI?preview=1#show-readme-container)",1718
p,"[Jessecar96/SteamDesktopAuthenticator](https://www.github.com/Jessecar96/SteamDesktopAuthenticator#readme)","[Preview](https://dev.nugettest.org/packages/loic.Jessecar96.SteamDesktopAuthenticator?preview=1#show-readme-container)",1687
p,"[Seneral/Node_Editor_Framework](https://www.github.com/Seneral/Node_Editor_Framework#readme)","[Preview](https://dev.nugettest.org/packages/loic.Seneral.Node_Editor_Framework?preview=1#show-readme-container)",1687
p,"[blazorhero/CleanArchitecture](https://www.github.com/blazorhero/CleanArchitecture#readme)","[Preview](https://dev.nugettest.org/packages/loic.blazorhero.CleanArchitecture?preview=1#show-readme-container)",1679
p,"[builtbybel/privatezilla](https://www.github.com/builtbybel/privatezilla#readme)","[Preview](https://dev.nugettest.org/packages/loic.builtbybel.privatezilla?preview=1#show-readme-container)",1656
p,"[Pryaxis/TShock](https://www.github.com/Pryaxis/TShock#readme)","[Preview](https://dev.nugettest.org/packages/loic.Pryaxis.TShock?preview=1#show-readme-container)",1628
p,"[ElevenPaths/FOCA](https://www.github.com/ElevenPaths/FOCA#readme)","[Preview](https://dev.nugettest.org/packages/loic.ElevenPaths.FOCA?preview=1#show-readme-container)",1615
p,"[UnigramDev/Unigram](https://www.github.com/UnigramDev/Unigram#readme)","[Preview](https://dev.nugettest.org/packages/loic.UnigramDev.Unigram?preview=1#show-readme-container)",1595
p,"[Davidobot/BetterJoy](https://www.github.com/Davidobot/BetterJoy#readme)","[Preview](https://dev.nugettest.org/packages/loic.Davidobot.BetterJoy?preview=1#show-readme-container)",1594
p,"[punker76/gong-wpf-dragdrop](https://www.github.com/punker76/gong-wpf-dragdrop#readme)","[Preview](https://dev.nugettest.org/packages/loic.punker76.gong-wpf-dragdrop?preview=1#show-readme-container)",1557
p,"[thepirat000/Audit.NET](https://www.github.com/thepirat000/Audit.NET#readme)","[Preview](https://dev.nugettest.org/packages/loic.thepirat000.Audit.NET?preview=1#show-readme-container)",1529
p,"[nxrighthere/UnrealCLR](https://www.github.com/nxrighthere/UnrealCLR#readme)","[Preview](https://dev.nugettest.org/packages/loic.nxrighthere.UnrealCLR?preview=1#show-readme-container)",1516
p,"[tmsmith/Dapper-Extensions](https://www.github.com/tmsmith/Dapper-Extensions#readme)","[Preview](https://dev.nugettest.org/packages/loic.tmsmith.Dapper-Extensions?preview=1#show-readme-container)",1501
p,"[ONLYOFFICE/CommunityServer](https://www.github.com/ONLYOFFICE/CommunityServer#readme)","[Preview](https://dev.nugettest.org/packages/loic.ONLYOFFICE.CommunityServer?preview=1#show-readme-container)",1471
p,"[xasset/xasset](https://www.github.com/xasset/xasset#readme)","[Preview](https://dev.nugettest.org/packages/loic.xasset.xasset?preview=1#show-readme-container)",1459
p,"[codecadwallader/codemaid](https://www.github.com/codecadwallader/codemaid#readme)","[Preview](https://dev.nugettest.org/packages/loic.codecadwallader.codemaid?preview=1#show-readme-container)",1425
p,"[BornToBeRoot/NETworkManager](https://www.github.com/BornToBeRoot/NETworkManager#readme)","[Preview](https://dev.nugettest.org/packages/loic.BornToBeRoot.NETworkManager?preview=1#show-readme-container)",1421
p,"[asc-lab/dotnetcore-microservices-poc](https://www.github.com/asc-lab/dotnetcore-microservices-poc#readme)","[Preview](https://dev.nugettest.org/packages/loic.asc-lab.dotnetcore-microservices-poc?preview=1#show-readme-container)",1414
p,"[tjackenpacken/taskbar-groups](https://www.github.com/tjackenpacken/taskbar-groups#readme)","[Preview](https://dev.nugettest.org/packages/loic.tjackenpacken.taskbar-groups?preview=1#show-readme-container)",1369
p,"[monitor1394/unity-ugui-XCharts](https://www.github.com/monitor1394/unity-ugui-XCharts#readme)","[Preview](https://dev.nugettest.org/packages/loic.monitor1394.unity-ugui-XCharts?preview=1#show-readme-container)",1368
p,"[QianMo/X-PostProcessing-Library](https://www.github.com/QianMo/X-PostProcessing-Library#readme)","[Preview](https://dev.nugettest.org/packages/loic.QianMo.X-PostProcessing-Library?preview=1#show-readme-container)",1339
p,"[BepInEx/BepInEx](https://www.github.com/BepInEx/BepInEx#readme)","[Preview](https://dev.nugettest.org/packages/loic.BepInEx.BepInEx?preview=1#show-readme-container)",1305
p,"[mikependon/RepoDB](https://www.github.com/mikependon/RepoDB#readme)","[Preview](https://dev.nugettest.org/packages/loic.mikependon.RepoDB?preview=1#show-readme-container)",1298
p,"[zkSNACKs/WalletWasabi](https://www.github.com/zkSNACKs/WalletWasabi#readme)","[Preview](https://dev.nugettest.org/packages/loic.zkSNACKs.WalletWasabi?preview=1#show-readme-container)",1289
p,"[Assistant/ModAssistant](https://www.github.com/Assistant/ModAssistant#readme)","[Preview](https://dev.nugettest.org/packages/loic.Assistant.ModAssistant?preview=1#show-readme-container)",1282
p,"[nuke-build/nuke](https://www.github.com/nuke-build/nuke#readme)","[Preview](https://dev.nugettest.org/packages/loic.nuke-build.nuke?preview=1#show-readme-container)",1247
p,"[MahApps/MahApps.Metro.IconPacks](https://www.github.com/MahApps/MahApps.Metro.IconPacks#readme)","[Preview](https://dev.nugettest.org/packages/loic.MahApps.MahApps.Metro.IconPacks?preview=1#show-readme-container)",1244
p,"[NeutroniumCore/Neutronium](https://www.github.com/NeutroniumCore/Neutronium#readme)","[Preview](https://dev.nugettest.org/packages/loic.NeutroniumCore.Neutronium?preview=1#show-readme-container)",1222
p,"[qmlnet/qmlnet](https://www.github.com/qmlnet/qmlnet#readme)","[Preview](https://dev.nugettest.org/packages/loic.qmlnet.qmlnet?preview=1#show-readme-container)",1213
p,"[iamoldli/NetModular](https://www.github.com/iamoldli/NetModular#readme)","[Preview](https://dev.nugettest.org/packages/loic.iamoldli.NetModular?preview=1#show-readme-container)",1208
p,"[1y0n/AV_Evasion_Tool](https://www.github.com/1y0n/AV_Evasion_Tool#readme)","[Preview](https://dev.nugettest.org/packages/loic.1y0n.AV_Evasion_Tool?preview=1#show-readme-container)",1207
p,"[phw198/OutlookGoogleCalendarSync](https://www.github.com/phw198/OutlookGoogleCalendarSync#readme)","[Preview](https://dev.nugettest.org/packages/loic.phw198.OutlookGoogleCalendarSync?preview=1#show-readme-container)",1174
p,"[Pixeval/Pixeval](https://www.github.com/Pixeval/Pixeval#readme)","[Preview](https://dev.nugettest.org/packages/loic.Pixeval.Pixeval?preview=1#show-readme-container)",1168
p,"[SubnauticaNitrox/Nitrox](https://www.github.com/SubnauticaNitrox/Nitrox#readme)","[Preview](https://dev.nugettest.org/packages/loic.SubnauticaNitrox.Nitrox?preview=1#show-readme-container)",1163
p,"[lampo1024/DncZeus](https://www.github.com/lampo1024/DncZeus#readme)","[Preview](https://dev.nugettest.org/packages/loic.lampo1024.DncZeus?preview=1#show-readme-container)",1138
p,"[sonicether/SEGI](https://www.github.com/sonicether/SEGI#readme)","[Preview](https://dev.nugettest.org/packages/loic.sonicether.SEGI?preview=1#show-readme-container)",1137
p,"[ThePBone/GalaxyBudsClient](https://www.github.com/ThePBone/GalaxyBudsClient#readme)","[Preview](https://dev.nugettest.org/packages/loic.ThePBone.GalaxyBudsClient?preview=1#show-readme-container)",1137
p,"[TeamSirenix/odin-serializer](https://www.github.com/TeamSirenix/odin-serializer#readme)","[Preview](https://dev.nugettest.org/packages/loic.TeamSirenix.odin-serializer?preview=1#show-readme-container)",1116
p,"[Invoke-IR/PowerForensics](https://www.github.com/Invoke-IR/PowerForensics#readme)","[Preview](https://dev.nugettest.org/packages/loic.Invoke-IR.PowerForensics?preview=1#show-readme-container)",1100
p,"[jwallet/spy-spotify](https://www.github.com/jwallet/spy-spotify#readme)","[Preview](https://dev.nugettest.org/packages/loic.jwallet.spy-spotify?preview=1#show-readme-container)",1077
p,"[jsuarezruiz/awesome-xamarin-forms](https://www.github.com/jsuarezruiz/awesome-xamarin-forms#readme)","[Preview](https://dev.nugettest.org/packages/loic.jsuarezruiz.awesome-xamarin-forms?preview=1#show-readme-container)",1075
p,"[essensoft/paylink](https://www.github.com/essensoft/paylink#readme)","[Preview](https://dev.nugettest.org/packages/loic.essensoft.paylink?preview=1#show-readme-container)",1068
p,"[VeriorPies/ParrelSync](https://www.github.com/VeriorPies/ParrelSync#readme)","[Preview](https://dev.nugettest.org/packages/loic.VeriorPies.ParrelSync?preview=1#show-readme-container)",1045
p,"[Depressurizer/Depressurizer](https://www.github.com/Depressurizer/Depressurizer#readme)","[Preview](https://dev.nugettest.org/packages/loic.Depressurizer.Depressurizer?preview=1#show-readme-container)",1038
a,"[dotnet-architecture/eShopOnContainers](https://www.github.com/dotnet-architecture/eShopOnContainers#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnet-architecture.eShopOnContainers?preview=1#show-readme-container)",18232
a,"[mxgmn/WaveFunctionCollapse](https://www.github.com/mxgmn/WaveFunctionCollapse#readme)","[Preview](https://dev.nugettest.org/packages/loic.mxgmn.WaveFunctionCollapse?preview=1#show-readme-container)",16662
a,"[NickeManarin/ScreenToGif](https://www.github.com/NickeManarin/ScreenToGif#readme)","[Preview](https://dev.nugettest.org/packages/loic.NickeManarin.ScreenToGif?preview=1#show-readme-container)",14981
a,"[dotnet/roslyn](https://www.github.com/dotnet/roslyn#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnet.roslyn?preview=1#show-readme-container)",14697
a,"[jellyfin/jellyfin](https://www.github.com/jellyfin/jellyfin#readme)","[Preview](https://dev.nugettest.org/packages/loic.jellyfin.jellyfin?preview=1#show-readme-container)",11319
a,"[huiyadanli/RevokeMsgPatcher](https://www.github.com/huiyadanli/RevokeMsgPatcher#readme)","[Preview](https://dev.nugettest.org/packages/loic.huiyadanli.RevokeMsgPatcher?preview=1#show-readme-container)",10640
a,"[mono/mono](https://www.github.com/mono/mono#readme)","[Preview](https://dev.nugettest.org/packages/loic.mono.mono?preview=1#show-readme-container)",9399
a,"[Ryujinx/Ryujinx](https://www.github.com/Ryujinx/Ryujinx#readme)","[Preview](https://dev.nugettest.org/packages/loic.Ryujinx.Ryujinx?preview=1#show-readme-container)",9324
a,"[bitwarden/server](https://www.github.com/bitwarden/server#readme)","[Preview](https://dev.nugettest.org/packages/loic.bitwarden.server?preview=1#show-readme-container)",8037
