HtmlElement,GitHubProject,NuGetPreview,Stars
a,"[MahApps/MahApps.Metro](https://www.github.com/MahApps/MahApps.Metro#readme)","[Preview](https://dev.nugettest.org/packages/loic.MahApps.MahApps.Metro?preview=1#show-readme-container)",7810
a,"[JeffreySu/WeiXinMPSDK](https://www.github.com/JeffreySu/WeiXinMPSDK#readme)","[Preview](https://dev.nugettest.org/packages/loic.JeffreySu.WeiXinMPSDK?preview=1#show-readme-container)",6897
a,"[dotnet/BenchmarkDotNet](https://www.github.com/dotnet/BenchmarkDotNet#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnet.BenchmarkDotNet?preview=1#show-readme-container)",6708
a,"[reactiveui/ReactiveUI](https://www.github.com/reactiveui/ReactiveUI#readme)","[Preview](https://dev.nugettest.org/packages/loic.reactiveui.ReactiveUI?preview=1#show-readme-container)",6407
a,"[mbdavid/LiteDB](https://www.github.com/mbdavid/LiteDB#readme)","[Preview](https://dev.nugettest.org/packages/loic.mbdavid.LiteDB?preview=1#show-readme-container)",5880
a,"[gitextensions/gitextensions](https://www.github.com/gitextensions/gitextensions#readme)","[Preview](https://dev.nugettest.org/packages/loic.gitextensions.gitextensions?preview=1#show-readme-container)",5749
a,"[mRemoteNG/mRemoteNG](https://www.github.com/mRemoteNG/mRemoteNG#readme)","[Preview](https://dev.nugettest.org/packages/loic.mRemoteNG.mRemoteNG?preview=1#show-readme-container)",5519
a,"[sschmid/Entitas-CSharp](https://www.github.com/sschmid/Entitas-CSharp#readme)","[Preview](https://dev.nugettest.org/packages/loic.sschmid.Entitas-CSharp?preview=1#show-readme-container)",5166
a,"[unoplatform/uno](https://www.github.com/unoplatform/uno#readme)","[Preview](https://dev.nugettest.org/packages/loic.unoplatform.uno?preview=1#show-readme-container)",5045
a,"[dotnet/reactive](https://www.github.com/dotnet/reactive#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnet.reactive?preview=1#show-readme-container)",5033
a,"[Live-Charts/Live-Charts](https://www.github.com/Live-Charts/Live-Charts#readme)","[Preview](https://dev.nugettest.org/packages/loic.Live-Charts.Live-Charts?preview=1#show-readme-container)",4931
a,"[JasonStein/Notepads](https://www.github.com/JasonStein/Notepads#readme)","[Preview](https://dev.nugettest.org/packages/loic.JasonStein.Notepads?preview=1#show-readme-container)",4845
a,"[aalhour/C-Sharp-Algorithms](https://www.github.com/aalhour/C-Sharp-Algorithms#readme)","[Preview](https://dev.nugettest.org/packages/loic.aalhour.C-Sharp-Algorithms?preview=1#show-readme-container)",4437
a,"[dotnetcore/Util](https://www.github.com/dotnetcore/Util#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnetcore.Util?preview=1#show-readme-container)",3772
a,"[MvvmCross/MvvmCross](https://www.github.com/MvvmCross/MvvmCross#readme)","[Preview](https://dev.nugettest.org/packages/loic.MvvmCross.MvvmCross?preview=1#show-readme-container)",3554
a,"[ant-design-blazor/ant-design-blazor](https://www.github.com/ant-design-blazor/ant-design-blazor#readme)","[Preview](https://dev.nugettest.org/packages/loic.ant-design-blazor.ant-design-blazor?preview=1#show-readme-container)",3509
a,"[neo-project/neo](https://www.github.com/neo-project/neo#readme)","[Preview](https://dev.nugettest.org/packages/loic.neo-project.neo?preview=1#show-readme-container)",3294
a,"[anjoy8/Blog.Core](https://www.github.com/anjoy8/Blog.Core#readme)","[Preview](https://dev.nugettest.org/packages/loic.anjoy8.Blog.Core?preview=1#show-readme-container)",3247
a,"[TheBerkin/rant3](https://www.github.com/TheBerkin/rant3#readme)","[Preview](https://dev.nugettest.org/packages/loic.TheBerkin.rant3?preview=1#show-readme-container)",3051
a,"[HandyOrg/HandyControl](https://www.github.com/HandyOrg/HandyControl#readme)","[Preview](https://dev.nugettest.org/packages/loic.HandyOrg.HandyControl?preview=1#show-readme-container)",2950
a,"[ivanpaulovich/clean-architecture-manga](https://www.github.com/ivanpaulovich/clean-architecture-manga#readme)","[Preview](https://dev.nugettest.org/packages/loic.ivanpaulovich.clean-architecture-manga?preview=1#show-readme-container)",2927
a,"[d2phap/ImageGlass](https://www.github.com/d2phap/ImageGlass#readme)","[Preview](https://dev.nugettest.org/packages/loic.d2phap.ImageGlass?preview=1#show-readme-container)",2916
a,"[dotnetcore/FreeSql](https://www.github.com/dotnetcore/FreeSql#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnetcore.FreeSql?preview=1#show-readme-container)",2887
a,"[xceedsoftware/wpftoolkit](https://www.github.com/xceedsoftware/wpftoolkit#readme)","[Preview](https://dev.nugettest.org/packages/loic.xceedsoftware.wpftoolkit?preview=1#show-readme-container)",2838
a,"[btcpayserver/btcpayserver](https://www.github.com/btcpayserver/btcpayserver#readme)","[Preview](https://dev.nugettest.org/packages/loic.btcpayserver.btcpayserver?preview=1#show-readme-container)",2813
a,"[pardeike/Harmony](https://www.github.com/pardeike/Harmony#readme)","[Preview](https://dev.nugettest.org/packages/loic.pardeike.Harmony?preview=1#show-readme-container)",2660
a,"[Tyrrrz/DiscordChatExporter](https://www.github.com/Tyrrrz/DiscordChatExporter#readme)","[Preview](https://dev.nugettest.org/packages/loic.Tyrrrz.DiscordChatExporter?preview=1#show-readme-container)",2649
a,"[vis2k/Mirror](https://www.github.com/vis2k/Mirror#readme)","[Preview](https://dev.nugettest.org/packages/loic.vis2k.Mirror?preview=1#show-readme-container)",2553
a,"[fluentmigrator/fluentmigrator](https://www.github.com/fluentmigrator/fluentmigrator#readme)","[Preview](https://dev.nugettest.org/packages/loic.fluentmigrator.fluentmigrator?preview=1#show-readme-container)",2549
a,"[JimBobSquarePants/ImageProcessor](https://www.github.com/JimBobSquarePants/ImageProcessor#readme)","[Preview](https://dev.nugettest.org/packages/loic.JimBobSquarePants.ImageProcessor?preview=1#show-readme-container)",2431
a,"[t1m0thyj/WinDynamicDesktop](https://www.github.com/t1m0thyj/WinDynamicDesktop#readme)","[Preview](https://dev.nugettest.org/packages/loic.t1m0thyj.WinDynamicDesktop?preview=1#show-readme-container)",2408
a,"[smartstore/SmartStoreNET](https://www.github.com/smartstore/SmartStoreNET#readme)","[Preview](https://dev.nugettest.org/packages/loic.smartstore.SmartStoreNET?preview=1#show-readme-container)",2260
a,"[wave-harmonic/crest](https://www.github.com/wave-harmonic/crest#readme)","[Preview](https://dev.nugettest.org/packages/loic.wave-harmonic.crest?preview=1#show-readme-container)",2227
a,"[fluentscheduler/FluentScheduler](https://www.github.com/fluentscheduler/FluentScheduler#readme)","[Preview](https://dev.nugettest.org/packages/loic.fluentscheduler.FluentScheduler?preview=1#show-readme-container)",2227
a,"[linq2db/linq2db](https://www.github.com/linq2db/linq2db#readme)","[Preview](https://dev.nugettest.org/packages/loic.linq2db.linq2db?preview=1#show-readme-container)",2091
a,"[sqlkata/querybuilder](https://www.github.com/sqlkata/querybuilder#readme)","[Preview](https://dev.nugettest.org/packages/loic.sqlkata.querybuilder?preview=1#show-readme-container)",1964
a,"[Megabit/Blazorise](https://www.github.com/Megabit/Blazorise#readme)","[Preview](https://dev.nugettest.org/packages/loic.Megabit.Blazorise?preview=1#show-readme-container)",1963
a,"[zzzprojects/html-agility-pack](https://www.github.com/zzzprojects/html-agility-pack#readme)","[Preview](https://dev.nugettest.org/packages/loic.zzzprojects.html-agility-pack?preview=1#show-readme-container)",1920
a,"[peachpiecompiler/peachpie](https://www.github.com/peachpiecompiler/peachpie#readme)","[Preview](https://dev.nugettest.org/packages/loic.peachpiecompiler.peachpie?preview=1#show-readme-container)",1863
a,"[eventflow/EventFlow](https://www.github.com/eventflow/EventFlow#readme)","[Preview](https://dev.nugettest.org/packages/loic.eventflow.EventFlow?preview=1#show-readme-container)",1860
a,"[cDima/Aerial](https://www.github.com/cDima/Aerial#readme)","[Preview](https://dev.nugettest.org/packages/loic.cDima.Aerial?preview=1#show-readme-container)",1809
a,"[tModLoader/tModLoader](https://www.github.com/tModLoader/tModLoader#readme)","[Preview](https://dev.nugettest.org/packages/loic.tModLoader.tModLoader?preview=1#show-readme-container)",1809
a,"[vietnam-devs/coolstore-microservices](https://www.github.com/vietnam-devs/coolstore-microservices#readme)","[Preview](https://dev.nugettest.org/packages/loic.vietnam-devs.coolstore-microservices?preview=1#show-readme-container)",1808
a,"[fluentribbon/Fluent.Ribbon](https://www.github.com/fluentribbon/Fluent.Ribbon#readme)","[Preview](https://dev.nugettest.org/packages/loic.fluentribbon.Fluent.Ribbon?preview=1#show-readme-container)",1794
a,"[hanmin0822/MisakaTranslator](https://www.github.com/hanmin0822/MisakaTranslator#readme)","[Preview](https://dev.nugettest.org/packages/loic.hanmin0822.MisakaTranslator?preview=1#show-readme-container)",1793
a,"[robinrodricks/FluentFTP](https://www.github.com/robinrodricks/FluentFTP#readme)","[Preview](https://dev.nugettest.org/packages/loic.robinrodricks.FluentFTP?preview=1#show-readme-container)",1790
a,"[zzzprojects/EntityFramework-Plus](https://www.github.com/zzzprojects/EntityFramework-Plus#readme)","[Preview](https://dev.nugettest.org/packages/loic.zzzprojects.EntityFramework-Plus?preview=1#show-readme-container)",1728
a,"[dotnetcore/NPOI](https://www.github.com/dotnetcore/NPOI#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnetcore.NPOI?preview=1#show-readme-container)",1718
a,"[Jessecar96/SteamDesktopAuthenticator](https://www.github.com/Jessecar96/SteamDesktopAuthenticator#readme)","[Preview](https://dev.nugettest.org/packages/loic.Jessecar96.SteamDesktopAuthenticator?preview=1#show-readme-container)",1687
a,"[Seneral/Node_Editor_Framework](https://www.github.com/Seneral/Node_Editor_Framework#readme)","[Preview](https://dev.nugettest.org/packages/loic.Seneral.Node_Editor_Framework?preview=1#show-readme-container)",1687
a,"[blazorhero/CleanArchitecture](https://www.github.com/blazorhero/CleanArchitecture#readme)","[Preview](https://dev.nugettest.org/packages/loic.blazorhero.CleanArchitecture?preview=1#show-readme-container)",1679
a,"[dotnet/spark](https://www.github.com/dotnet/spark#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnet.spark?preview=1#show-readme-container)",1668
a,"[builtbybel/privatezilla](https://www.github.com/builtbybel/privatezilla#readme)","[Preview](https://dev.nugettest.org/packages/loic.builtbybel.privatezilla?preview=1#show-readme-container)",1656
a,"[Pryaxis/TShock](https://www.github.com/Pryaxis/TShock#readme)","[Preview](https://dev.nugettest.org/packages/loic.Pryaxis.TShock?preview=1#show-readme-container)",1628
a,"[odedshimon/BruteShark](https://www.github.com/odedshimon/BruteShark#readme)","[Preview](https://dev.nugettest.org/packages/loic.odedshimon.BruteShark?preview=1#show-readme-container)",1628
a,"[antonpup/Aurora](https://www.github.com/antonpup/Aurora#readme)","[Preview](https://dev.nugettest.org/packages/loic.antonpup.Aurora?preview=1#show-readme-container)",1598
a,"[UnigramDev/Unigram](https://www.github.com/UnigramDev/Unigram#readme)","[Preview](https://dev.nugettest.org/packages/loic.UnigramDev.Unigram?preview=1#show-readme-container)",1595
a,"[kwsch/PKHeX](https://www.github.com/kwsch/PKHeX#readme)","[Preview](https://dev.nugettest.org/packages/loic.kwsch.PKHeX?preview=1#show-readme-container)",1593
a,"[punker76/gong-wpf-dragdrop](https://www.github.com/punker76/gong-wpf-dragdrop#readme)","[Preview](https://dev.nugettest.org/packages/loic.punker76.gong-wpf-dragdrop?preview=1#show-readme-container)",1557
a,"[thepirat000/Audit.NET](https://www.github.com/thepirat000/Audit.NET#readme)","[Preview](https://dev.nugettest.org/packages/loic.thepirat000.Audit.NET?preview=1#show-readme-container)",1529
a,"[praeclarum/Ooui](https://www.github.com/praeclarum/Ooui#readme)","[Preview](https://dev.nugettest.org/packages/loic.praeclarum.Ooui?preview=1#show-readme-container)",1513
a,"[tmsmith/Dapper-Extensions](https://www.github.com/tmsmith/Dapper-Extensions#readme)","[Preview](https://dev.nugettest.org/packages/loic.tmsmith.Dapper-Extensions?preview=1#show-readme-container)",1501
a,"[ONLYOFFICE/CommunityServer](https://www.github.com/ONLYOFFICE/CommunityServer#readme)","[Preview](https://dev.nugettest.org/packages/loic.ONLYOFFICE.CommunityServer?preview=1#show-readme-container)",1471
a,"[xasset/xasset](https://www.github.com/xasset/xasset#readme)","[Preview](https://dev.nugettest.org/packages/loic.xasset.xasset?preview=1#show-readme-container)",1459
a,"[lgsvl/simulator](https://www.github.com/lgsvl/simulator#readme)","[Preview](https://dev.nugettest.org/packages/loic.lgsvl.simulator?preview=1#show-readme-container)",1437
a,"[codecadwallader/codemaid](https://www.github.com/codecadwallader/codemaid#readme)","[Preview](https://dev.nugettest.org/packages/loic.codecadwallader.codemaid?preview=1#show-readme-container)",1425
a,"[BornToBeRoot/NETworkManager](https://www.github.com/BornToBeRoot/NETworkManager#readme)","[Preview](https://dev.nugettest.org/packages/loic.BornToBeRoot.NETworkManager?preview=1#show-readme-container)",1421
a,"[ivaylokenov/MyTested.AspNetCore.Mvc](https://www.github.com/ivaylokenov/MyTested.AspNetCore.Mvc#readme)","[Preview](https://dev.nugettest.org/packages/loic.ivaylokenov.MyTested.AspNetCore.Mvc?preview=1#show-readme-container)",1411
a,"[tjackenpacken/taskbar-groups](https://www.github.com/tjackenpacken/taskbar-groups#readme)","[Preview](https://dev.nugettest.org/packages/loic.tjackenpacken.taskbar-groups?preview=1#show-readme-container)",1369
a,"[monitor1394/unity-ugui-XCharts](https://www.github.com/monitor1394/unity-ugui-XCharts#readme)","[Preview](https://dev.nugettest.org/packages/loic.monitor1394.unity-ugui-XCharts?preview=1#show-readme-container)",1368
a,"[xceedsoftware/DocX](https://www.github.com/xceedsoftware/DocX#readme)","[Preview](https://dev.nugettest.org/packages/loic.xceedsoftware.DocX?preview=1#show-readme-container)",1341
a,"[QianMo/X-PostProcessing-Library](https://www.github.com/QianMo/X-PostProcessing-Library#readme)","[Preview](https://dev.nugettest.org/packages/loic.QianMo.X-PostProcessing-Library?preview=1#show-readme-container)",1339
a,"[zzzprojects/EntityFramework.Extended](https://www.github.com/zzzprojects/EntityFramework.Extended#readme)","[Preview](https://dev.nugettest.org/packages/loic.zzzprojects.EntityFramework.Extended?preview=1#show-readme-container)",1314
a,"[zkSNACKs/WalletWasabi](https://www.github.com/zkSNACKs/WalletWasabi#readme)","[Preview](https://dev.nugettest.org/packages/loic.zkSNACKs.WalletWasabi?preview=1#show-readme-container)",1289
a,"[microsoftarchive/cqrs-journey](https://www.github.com/microsoftarchive/cqrs-journey#readme)","[Preview](https://dev.nugettest.org/packages/loic.microsoftarchive.cqrs-journey?preview=1#show-readme-container)",1259
a,"[MahApps/MahApps.Metro.IconPacks](https://www.github.com/MahApps/MahApps.Metro.IconPacks#readme)","[Preview](https://dev.nugettest.org/packages/loic.MahApps.MahApps.Metro.IconPacks?preview=1#show-readme-container)",1244
a,"[NeutroniumCore/Neutronium](https://www.github.com/NeutroniumCore/Neutronium#readme)","[Preview](https://dev.nugettest.org/packages/loic.NeutroniumCore.Neutronium?preview=1#show-readme-container)",1222
a,"[qmlnet/qmlnet](https://www.github.com/qmlnet/qmlnet#readme)","[Preview](https://dev.nugettest.org/packages/loic.qmlnet.qmlnet?preview=1#show-readme-container)",1213
a,"[iamoldli/NetModular](https://www.github.com/iamoldli/NetModular#readme)","[Preview](https://dev.nugettest.org/packages/loic.iamoldli.NetModular?preview=1#show-readme-container)",1208
a,"[AsynkronIT/protoactor-dotnet](https://www.github.com/AsynkronIT/protoactor-dotnet#readme)","[Preview](https://dev.nugettest.org/packages/loic.AsynkronIT.protoactor-dotnet?preview=1#show-readme-container)",1203
a,"[phw198/OutlookGoogleCalendarSync](https://www.github.com/phw198/OutlookGoogleCalendarSync#readme)","[Preview](https://dev.nugettest.org/packages/loic.phw198.OutlookGoogleCalendarSync?preview=1#show-readme-container)",1174
a,"[Pixeval/Pixeval](https://www.github.com/Pixeval/Pixeval#readme)","[Preview](https://dev.nugettest.org/packages/loic.Pixeval.Pixeval?preview=1#show-readme-container)",1168
a,"[ThePBone/GalaxyBudsClient](https://www.github.com/ThePBone/GalaxyBudsClient#readme)","[Preview](https://dev.nugettest.org/packages/loic.ThePBone.GalaxyBudsClient?preview=1#show-readme-container)",1137
a,"[TeamSirenix/odin-serializer](https://www.github.com/TeamSirenix/odin-serializer#readme)","[Preview](https://dev.nugettest.org/packages/loic.TeamSirenix.odin-serializer?preview=1#show-readme-container)",1116
a,"[Invoke-IR/PowerForensics](https://www.github.com/Invoke-IR/PowerForensics#readme)","[Preview](https://dev.nugettest.org/packages/loic.Invoke-IR.PowerForensics?preview=1#show-readme-container)",1100
a,"[essensoft/paylink](https://www.github.com/essensoft/paylink#readme)","[Preview](https://dev.nugettest.org/packages/loic.essensoft.paylink?preview=1#show-readme-container)",1068
!--,"[microsoft/PowerToys](https://www.github.com/microsoft/PowerToys#readme)","[Preview](https://dev.nugettest.org/packages/loic.microsoft.PowerToys?preview=1#show-readme-container)",57582
!--,"[chocolatey/choco](https://www.github.com/chocolatey/choco#readme)","[Preview](https://dev.nugettest.org/packages/loic.chocolatey.choco?preview=1#show-readme-container)",7589
!--,"[JeffreySu/WeiXinMPSDK](https://www.github.com/JeffreySu/WeiXinMPSDK#readme)","[Preview](https://dev.nugettest.org/packages/loic.JeffreySu.WeiXinMPSDK?preview=1#show-readme-container)",6897
!--,"[duplicati/duplicati](https://www.github.com/duplicati/duplicati#readme)","[Preview](https://dev.nugettest.org/packages/loic.duplicati.duplicati?preview=1#show-readme-container)",6327
!--,"[NLog/NLog](https://www.github.com/NLog/NLog#readme)","[Preview](https://dev.nugettest.org/packages/loic.NLog.NLog?preview=1#show-readme-container)",5128
!--,"[unoplatform/uno](https://www.github.com/unoplatform/uno#readme)","[Preview](https://dev.nugettest.org/packages/loic.unoplatform.uno?preview=1#show-readme-container)",5045
!--,"[aalhour/C-Sharp-Algorithms](https://www.github.com/aalhour/C-Sharp-Algorithms#readme)","[Preview](https://dev.nugettest.org/packages/loic.aalhour.C-Sharp-Algorithms?preview=1#show-readme-container)",4437
!--,"[Fody/Fody](https://www.github.com/Fody/Fody#readme)","[Preview](https://dev.nugettest.org/packages/loic.Fody.Fody?preview=1#show-readme-container)",3360
!--,"[neo-project/neo](https://www.github.com/neo-project/neo#readme)","[Preview](https://dev.nugettest.org/packages/loic.neo-project.neo?preview=1#show-readme-container)",3294
!--,"[anjoy8/Blog.Core](https://www.github.com/anjoy8/Blog.Core#readme)","[Preview](https://dev.nugettest.org/packages/loic.anjoy8.Blog.Core?preview=1#show-readme-container)",3247
!--,"[SteamTools-Team/SteamTools](https://www.github.com/SteamTools-Team/SteamTools#readme)","[Preview](https://dev.nugettest.org/packages/loic.SteamTools-Team.SteamTools?preview=1#show-readme-container)",3196
!--,"[ivanpaulovich/clean-architecture-manga](https://www.github.com/ivanpaulovich/clean-architecture-manga#readme)","[Preview](https://dev.nugettest.org/packages/loic.ivanpaulovich.clean-architecture-manga?preview=1#show-readme-container)",2927
!--,"[skoruba/IdentityServer4.Admin](https://www.github.com/skoruba/IdentityServer4.Admin#readme)","[Preview](https://dev.nugettest.org/packages/loic.skoruba.IdentityServer4.Admin?preview=1#show-readme-container)",2817
!--,"[Azure/azure-powershell](https://www.github.com/Azure/azure-powershell#readme)","[Preview](https://dev.nugettest.org/packages/loic.Azure.azure-powershell?preview=1#show-readme-container)",2682
!--,"[Ombi-app/Ombi](https://www.github.com/Ombi-app/Ombi#readme)","[Preview](https://dev.nugettest.org/packages/loic.Ombi-app.Ombi?preview=1#show-readme-container)",2565
!--,"[Xabaril/AspNetCore.Diagnostics.HealthChecks](https://www.github.com/Xabaril/AspNetCore.Diagnostics.HealthChecks#readme)","[Preview](https://dev.nugettest.org/packages/loic.Xabaril.AspNetCore.Diagnostics.HealthChecks?preview=1#show-readme-container)",2384
!--,"[MiniProfiler/dotnet](https://www.github.com/MiniProfiler/dotnet#readme)","[Preview](https://dev.nugettest.org/packages/loic.MiniProfiler.dotnet?preview=1#show-readme-container)",2367
!--,"[sebastienros/jint](https://www.github.com/sebastienros/jint#readme)","[Preview](https://dev.nugettest.org/packages/loic.sebastienros.jint?preview=1#show-readme-container)",2293
!--,"[Cysharp/UniTask](https://www.github.com/Cysharp/UniTask#readme)","[Preview](https://dev.nugettest.org/packages/loic.Cysharp.UniTask?preview=1#show-readme-container)",2118
!--,"[PowerShell/PSReadLine](https://www.github.com/PowerShell/PSReadLine#readme)","[Preview](https://dev.nugettest.org/packages/loic.PowerShell.PSReadLine?preview=1#show-readme-container)",2085
!--,"[borisdj/EFCore.BulkExtensions](https://www.github.com/borisdj/EFCore.BulkExtensions#readme)","[Preview](https://dev.nugettest.org/packages/loic.borisdj.EFCore.BulkExtensions?preview=1#show-readme-container)",1995
!--,"[microsoft/GraphEngine](https://www.github.com/microsoft/GraphEngine#readme)","[Preview](https://dev.nugettest.org/packages/loic.microsoft.GraphEngine?preview=1#show-readme-container)",1976
!--,"[hardkoded/puppeteer-sharp](https://www.github.com/hardkoded/puppeteer-sharp#readme)","[Preview](https://dev.nugettest.org/packages/loic.hardkoded.puppeteer-sharp?preview=1#show-readme-container)",1968
!--,"[Megabit/Blazorise](https://www.github.com/Megabit/Blazorise#readme)","[Preview](https://dev.nugettest.org/packages/loic.Megabit.Blazorise?preview=1#show-readme-container)",1963
!--,"[eventflow/EventFlow](https://www.github.com/eventflow/EventFlow#readme)","[Preview](https://dev.nugettest.org/packages/loic.eventflow.EventFlow?preview=1#show-readme-container)",1860
!--,"[TelegramBots/Telegram.Bot](https://www.github.com/TelegramBots/Telegram.Bot#readme)","[Preview](https://dev.nugettest.org/packages/loic.TelegramBots.Telegram.Bot?preview=1#show-readme-container)",1801
!--,"[robinrodricks/FluentFTP](https://www.github.com/robinrodricks/FluentFTP#readme)","[Preview](https://dev.nugettest.org/packages/loic.robinrodricks.FluentFTP?preview=1#show-readme-container)",1790
!--,"[blazorhero/CleanArchitecture](https://www.github.com/blazorhero/CleanArchitecture#readme)","[Preview](https://dev.nugettest.org/packages/loic.blazorhero.CleanArchitecture?preview=1#show-readme-container)",1679
!--,"[Pryaxis/TShock](https://www.github.com/Pryaxis/TShock#readme)","[Preview](https://dev.nugettest.org/packages/loic.Pryaxis.TShock?preview=1#show-readme-container)",1628
!--,"[odedshimon/BruteShark](https://www.github.com/odedshimon/BruteShark#readme)","[Preview](https://dev.nugettest.org/packages/loic.odedshimon.BruteShark?preview=1#show-readme-container)",1628
!--,"[apache/lucenenet](https://www.github.com/apache/lucenenet#readme)","[Preview](https://dev.nugettest.org/packages/loic.apache.lucenenet?preview=1#show-readme-container)",1627
!--,"[antonpup/Aurora](https://www.github.com/antonpup/Aurora#readme)","[Preview](https://dev.nugettest.org/packages/loic.antonpup.Aurora?preview=1#show-readme-container)",1598
!--,"[nsubstitute/NSubstitute](https://www.github.com/nsubstitute/NSubstitute#readme)","[Preview](https://dev.nugettest.org/packages/loic.nsubstitute.NSubstitute?preview=1#show-readme-container)",1585
!--,"[tmsmith/Dapper-Extensions](https://www.github.com/tmsmith/Dapper-Extensions#readme)","[Preview](https://dev.nugettest.org/packages/loic.tmsmith.Dapper-Extensions?preview=1#show-readme-container)",1501
!--,"[aspnet-contrib/AspNet.Security.OAuth.Providers](https://www.github.com/aspnet-contrib/AspNet.Security.OAuth.Providers#readme)","[Preview](https://dev.nugettest.org/packages/loic.aspnet-contrib.AspNet.Security.OAuth.Providers?preview=1#show-readme-container)",1329
!--,"[nuke-build/nuke](https://www.github.com/nuke-build/nuke#readme)","[Preview](https://dev.nugettest.org/packages/loic.nuke-build.nuke?preview=1#show-readme-container)",1247
!--,"[PowerShell/PSScriptAnalyzer](https://www.github.com/PowerShell/PSScriptAnalyzer#readme)","[Preview](https://dev.nugettest.org/packages/loic.PowerShell.PSScriptAnalyzer?preview=1#show-readme-container)",1222
!--,"[qmlnet/qmlnet](https://www.github.com/qmlnet/qmlnet#readme)","[Preview](https://dev.nugettest.org/packages/loic.qmlnet.qmlnet?preview=1#show-readme-container)",1213
!--,"[toddams/RazorLight](https://www.github.com/toddams/RazorLight#readme)","[Preview](https://dev.nugettest.org/packages/loic.toddams.RazorLight?preview=1#show-readme-container)",1112
!--,"[ProxyKit/ProxyKit](https://www.github.com/ProxyKit/ProxyKit#readme)","[Preview](https://dev.nugettest.org/packages/loic.ProxyKit.ProxyKit?preview=1#show-readme-container)",1081
!--,"[dwmkerr/sharpshell](https://www.github.com/dwmkerr/sharpshell#readme)","[Preview](https://dev.nugettest.org/packages/loic.dwmkerr.sharpshell?preview=1#show-readme-container)",1054
!--,"[simpleinjector/SimpleInjector](https://www.github.com/simpleinjector/SimpleInjector#readme)","[Preview](https://dev.nugettest.org/packages/loic.simpleinjector.SimpleInjector?preview=1#show-readme-container)",1007
br,"[jellyfin/jellyfin](https://www.github.com/jellyfin/jellyfin#readme)","[Preview](https://dev.nugettest.org/packages/loic.jellyfin.jellyfin?preview=1#show-readme-container)",11319
br,"[Ryujinx/Ryujinx](https://www.github.com/Ryujinx/Ryujinx#readme)","[Preview](https://dev.nugettest.org/packages/loic.Ryujinx.Ryujinx?preview=1#show-readme-container)",9324
br,"[MahApps/MahApps.Metro](https://www.github.com/MahApps/MahApps.Metro#readme)","[Preview](https://dev.nugettest.org/packages/loic.MahApps.MahApps.Metro?preview=1#show-readme-container)",7810
br,"[JeffreySu/WeiXinMPSDK](https://www.github.com/JeffreySu/WeiXinMPSDK#readme)","[Preview](https://dev.nugettest.org/packages/loic.JeffreySu.WeiXinMPSDK?preview=1#show-readme-container)",6897
br,"[reactiveui/ReactiveUI](https://www.github.com/reactiveui/ReactiveUI#readme)","[Preview](https://dev.nugettest.org/packages/loic.reactiveui.ReactiveUI?preview=1#show-readme-container)",6407
br,"[jasontaylordev/CleanArchitecture](https://www.github.com/jasontaylordev/CleanArchitecture#readme)","[Preview](https://dev.nugettest.org/packages/loic.jasontaylordev.CleanArchitecture?preview=1#show-readme-container)",6037
br,"[gitextensions/gitextensions](https://www.github.com/gitextensions/gitextensions#readme)","[Preview](https://dev.nugettest.org/packages/loic.gitextensions.gitextensions?preview=1#show-readme-container)",5749
br,"[sschmid/Entitas-CSharp](https://www.github.com/sschmid/Entitas-CSharp#readme)","[Preview](https://dev.nugettest.org/packages/loic.sschmid.Entitas-CSharp?preview=1#show-readme-container)",5166
br,"[unoplatform/uno](https://www.github.com/unoplatform/uno#readme)","[Preview](https://dev.nugettest.org/packages/loic.unoplatform.uno?preview=1#show-readme-container)",5045
br,"[dotnet/reactive](https://www.github.com/dotnet/reactive#readme)","[Preview](https://dev.nugettest.org/packages/loic.dotnet.reactive?preview=1#show-readme-container)",5033
br,"[SixLabors/ImageSharp](https://www.github.com/SixLabors/ImageSharp#readme)","[Preview](https://dev.nugettest.org/packages/loic.SixLabors.ImageSharp?preview=1#show-readme-container)",4891
br,"[aalhour/C-Sharp-Algorithms](https://www.github.com/aalhour/C-Sharp-Algorithms#readme)","[Preview](https://dev.nugettest.org/packages/loic.aalhour.C-Sharp-Algorithms?preview=1#show-readme-container)",4437
br,"[neo-project/neo](https://www.github.com/neo-project/neo#readme)","[Preview](https://dev.nugettest.org/packages/loic.neo-project.neo?preview=1#show-readme-container)",3294
br,"[fanliang11/surging](https://www.github.com/fanliang11/surging#readme)","[Preview](https://dev.nugettest.org/packages/loic.fanliang11.surging?preview=1#show-readme-container)",3058
br,"[TheBerkin/rant3](https://www.github.com/TheBerkin/rant3#readme)","[Preview](https://dev.nugettest.org/packages/loic.TheBerkin.rant3?preview=1#show-readme-container)",3051
br,"[ivanpaulovich/clean-architecture-manga](https://www.github.com/ivanpaulovich/clean-architecture-manga#readme)","[Preview](https://dev.nugettest.org/packages/loic.ivanpaulovich.clean-architecture-manga?preview=1#show-readme-container)",2927
